34200.01511,4,15818974,4,5794000,1
34200.11325,5,0,1,5795000,1
34200.11325,5,0,1,5794900,1
34200.11325,5,0,1,5794800,1
34200.11325,4,15818974,167,5794000,1
34200.15418,1,16155653,100,5794000,1
34200.17359,1,16160421,100,5791200,1
34200.20232,1,7091133,40,5790000,1
34200.20232,1,4773921,25,5798900,-1
34200.20232,1,9248169,1,5790000,1
34200.20232,1,1910227,50,5799500,-1
34200.20232,1,4496151,1,5789900,1
34200.20232,1,12686268,5,5799800,-1
34200.20232,1,1333270,1,5800000,-1
34200.20232,1,1376018,50,5800000,-1
34200.20232,1,1536073,6,5800000,-1
34200.20232,1,2131996,42,5800000,-1
34200.20232,1,2133235,63,5800000,-1
34200.20232,1,2391610,40,5800000,-1
34200.20232,1,3557490,60,5800000,-1
34200.20232,1,3843275,75,5800000,-1
34200.20232,1,3843276,7,5800000,-1
34200.20232,1,3843277,30,5800000,-1
34200.20232,1,4753104,535,5800000,-1
34200.20232,1,4773941,5,5800000,-1
34200.20232,1,4796277,10,5800000,-1
34200.20232,1,4861925,13,5800000,-1
34200.20232,1,10242240,500,5800000,-1
34200.20232,1,13233299,1000,5800000,-1
34200.20232,1,13488904,100,5800000,-1
34200.20232,1,3843279,10,5800100,-1
34200.20314,4,15818974,29,5794000,1
34200.20314,4,16155653,100,5794000,1
34200.20701,1,16167456,1,5794000,-1
34200.20776,4,16167456,1,5794000,-1
34200.20776,1,16167632,99,5794000,1
34200.23645,4,16167632,11,5794000,1
34200.23693,1,16174771,75,5791900,1
34200.24946,4,16167632,29,5794000,1
34200.35866,5,0,4,5797300,-1
34200.50169,1,16228038,100,5797900,-1
34200.50244,1,16228180,10,5797900,-1
34200.6335,1,16252843,100,5794000,1
34200.648,1,16255142,200,5800000,-1
34200.65036,1,16255672,200,5800000,-1
34200.69634,5,0,100,5794600,1
34200.69634,4,16167632,59,5794000,1
34200.69634,4,16252843,12,5794000,1
34200.76373,1,16274753,100,5797900,-1
34201.44557,4,16252843,88,5794000,1
34201.44557,4,16174771,75,5791900,1
34201.44557,5,0,37,5791800,1
34202.18484,5,0,63,5791800,1
34202.18484,5,0,29,5791300,1
34202.19013,3,15284827,400,5787000,1
34202.2031,3,15072861,500,5785000,1
34202.32397,1,16458474,101,5786100,1
34202.34089,3,16458474,101,5786100,1
34202.4727,1,16477262,100,5797300,-1
34202.47289,1,16477281,100,5797300,-1
34203.65035,3,16477262,100,5797300,-1
34203.65051,3,16477281,100,5797300,-1
34204.32039,1,16654914,100,5797300,-1
34204.32058,1,16654928,100,5797300,-1
34204.41446,5,0,6,5791700,1
34204.41463,3,16654928,100,5797300,-1
34204.63597,1,16680220,2300,5796600,-1
34204.63616,1,16680228,400,5796600,-1
34204.64788,3,16654914,100,5797300,-1
34205.26604,5,0,30,5791700,1
34205.26604,5,0,15,5791300,1
34205.26621,3,16680228,400,5796600,-1
34205.62166,5,0,28,5791300,1
34206.02146,5,0,100,5791300,1
34206.02684,1,16805354,28,5791200,1
34206.02711,1,16805379,78,5791200,1
34206.02762,5,0,28,5791300,1
34206.02762,4,16160421,72,5791200,1
34206.02844,1,16805526,22,5791200,1
34206.02909,1,16805605,4,5791200,1
34206.02982,1,16805645,6,5791200,1
34206.02991,4,16160421,28,5791200,1
34206.02991,4,16805354,28,5791200,1
34206.02991,4,16805379,44,5791200,1
34206.03022,1,16805664,7,5791200,1
34206.03043,1,16805675,10,5791200,1
34206.03081,1,16805696,9,5791200,1
34206.03117,1,16805716,24,5791200,1
34206.33554,4,16805379,34,5791200,1
34206.33554,4,16805526,22,5791200,1
34206.33554,4,16805605,4,5791200,1
34206.33554,4,16805645,6,5791200,1
34206.33554,4,16805664,7,5791200,1
34206.33554,4,16805675,10,5791200,1
34206.33554,4,16805696,9,5791200,1
34206.33554,4,16805716,24,5791200,1
34206.39077,1,16822527,260,5795200,-1
34206.39159,3,16822527,260,5795200,-1
34206.39302,1,16822681,260,5795200,-1
34206.39384,3,16822681,260,5795200,-1
34206.39463,1,16822749,260,5795200,-1
34206.39535,3,16822749,260,5795200,-1
34206.39676,1,16822847,260,5795200,-1
34206.39749,3,16822847,260,5795200,-1
34206.39911,1,16822977,260,5795200,-1
34206.40038,3,16822977,260,5795200,-1
34206.40042,1,16823053,11,5787200,1
34206.4007,1,16823070,11,5787200,1
34206.40106,1,16823086,11,5787200,1
34206.40129,1,16823104,260,5795200,-1
34206.40254,3,16823104,260,5795200,-1
34206.40339,1,16823214,260,5795200,-1
34206.40479,3,16823214,260,5795200,-1
34206.40561,1,16823323,260,5795200,-1
34206.40703,3,16823323,260,5795200,-1
34206.40783,1,16823470,260,5795200,-1
34206.40879,3,16823470,260,5795200,-1
34206.40997,1,16823634,260,5795200,-1
34206.41068,3,16823634,260,5795200,-1
34206.41153,1,16823779,260,5795200,-1
34206.41255,3,16823779,260,5795200,-1
34206.4136,1,16823945,260,5795200,-1
34206.41456,3,16823945,260,5795200,-1
34207.04441,3,16823053,11,5787200,1
34207.04469,3,16823070,11,5787200,1
34207.04489,3,16823086,11,5787200,1
34207.04661,1,16855359,11,5787900,1
34207.04703,1,16855384,11,5787900,1
34207.04728,1,16855393,11,5787900,1
34207.59343,3,16855359,11,5787900,1
34207.59373,3,16855384,11,5787900,1
34207.5939,3,16855393,11,5787900,1
34207.59596,1,16881922,11,5789300,1
34207.59607,1,16881925,11,5789300,1
34207.59646,1,16881934,11,5789300,1
34207.65711,1,16883952,260,5795200,-1
34207.65843,3,16883952,260,5795200,-1
34207.65994,1,16884073,260,5795200,-1
34207.66127,3,16884073,260,5795200,-1
34207.66275,1,16884221,260,5795200,-1
34207.66409,3,16884221,260,5795200,-1
34207.66505,1,16884363,260,5795200,-1
34207.66638,3,16884363,260,5795200,-1
34207.66795,1,16884483,260,5795200,-1
34207.66928,3,16884483,260,5795200,-1
34207.6702,1,16884674,260,5795200,-1
34207.6714,3,16884674,260,5795200,-1
34207.67365,1,16885333,260,5795200,-1
34207.67507,3,16885333,260,5795200,-1
34207.67645,1,16885580,260,5795200,-1
34207.67786,3,16885580,260,5795200,-1
34207.67868,1,16885653,260,5795200,-1
34207.68004,3,16885653,260,5795200,-1
34207.68144,1,16885764,260,5795200,-1
34207.68237,3,16885764,260,5795200,-1
34207.68383,1,16885944,260,5795200,-1
34207.68516,3,16885944,260,5795200,-1
34207.68663,1,16886066,260,5795200,-1
34207.68797,3,16886066,260,5795200,-1
34207.68949,1,16886214,260,5795200,-1
34207.69033,3,16886214,260,5795200,-1
34207.69178,1,16886286,260,5795200,-1
34207.69327,3,16886286,260,5795200,-1
34207.69513,1,16886468,260,5795200,-1
34207.69649,3,16886468,260,5795200,-1
34207.69792,1,16886587,260,5795200,-1
34207.69891,3,16886587,260,5795200,-1
34208.14581,1,16903596,2,5796600,-1
34208.14612,3,16903596,2,5796600,-1
34208.14612,1,16903615,2,5795200,-1
34208.85964,1,16925516,500,5795900,-1
